record_id,name,address,city,phone,category
2346,hcez melange,1716 pch,redondo beach,310-540-1222,eclectic
2347,SCHATZI ON MAIN,3110 main st.,los angeles,-10889,continental
2348,SCHAZTI ON MAIN,3110 main st.,los angeles,-10889,continental
2349,monte carlo Inc.,3145 las vegas blvd. s.,las vegas,-10664,french (new)
2350,monte calro Inc.,3145 las vegas blvd. s.,las vegas,-10664,french (new)
2351,monte karlo Inc.,3145 las vegas blvd. s.,las vegas,-10664,french (new)
2352,omnte carlo Inc.,3145 las vegas blvd. s.,las vegas,-10664,french (new)
2353,lucky strike,59 grand st.  between wooster st. and w. broadway,new york,212/941-0479,or 212/941-0772 american
2354,lucky tsrike,59 grand st.  between wooster st. and w. broadway,new york,212/941-0479,or 212/941-0772 american
2355,new york kom tang soot bul house Cafe,32 w. 32nd st.,new york,-2976,asian
2356,new oyrk kom tang soot bul house Cafe,32 w. 32nd st.,new york,-2976,asian
2357,new york kom tang soot bul house Caphe,32 w. 32nd st.,new york,-2976,asian
2358,new york kom tang soot bulh ouse Cafe,32 w. 32nd st.,new york,-2976,asian
2359,new york kom tang soot bul house Caphe,32 w. 32nd st.,new york,-2976,asian
2360,caphfe dell'artista Cafe,46 greenwich ave.,new york,-7497,coffee bar
2361,caphfed ell'artista Cafe,46 greenwich ave.,new york,-7497,coffee bar
2362,caffe dell'artista Cafe,46 greenwich ave.,new york,-7497,coffee bar
2363,caphfe dell'artisat Cafe,46 greenwich ave.,new york,-7497,coffee bar
2364,caffe dell'artista Cafe,46 greenwich ave.,new york,-7497,coffee bar
2365,caphfe dell'artisat Cafe,46 greenwich ave.,new york,-7497,coffee bar
2366,cafe cetnro Grill,200 park ave.  between 45th st. and vanderbilt ave.,new york,-10722,french
2367,cafe centro Grill,200 park ave.  between 45th st. and vanderbilt ave.,new york,-10722,french
2368,caphe cetnro Grill,200 park ave.  between 45th st. and vanderbilt ave.,new york,-10722,french
2369,cafe ectnro Grill,200 park ave.  between 45th st. and vanderbilt ave.,new york,-10722,french
2370,caphe cetnro Grill,200 park ave.  between 45th st. and vanderbilt ave.,new york,-10722,french
2371,MACARTHUR PARK,607 front st.,san francisco,-8591,american
2372,MACARTHURP ARK,607 front st.,san francisco,-8591,american
2373,MACARTHUR PARc,607 front st.,san francisco,-8591,american
2374,BINION'S COFFEE SHOP,128 fremont st.,las vegas,-10599,coffee shops/diners
2375,BINION'S COFFEE SOHP,128 fremont st.,las vegas,-10599,coffee shops/diners
2376,BINION'S COphFEE SHOP,128 fremont st.,las vegas,-10599,coffee shops/diners
2377,BNIION'S COFFEE SHOP,128 fremont st.,las vegas,-10599,coffee shops/diners
2378,cafe renaissance LLC,7050 jimmy carter blvd.  norcross,atlanta,-2361,american
2379,acfe renaissance LLC,7050 jimmy carter blvd.  norcross,atlanta,-2361,american
2380,caphe renaissance LLC,7050 jimmy carter blvd.  norcross,atlanta,-2361,american
2381,delectables,1 margaret mitchell sq.,atlanta,404-681-2909,cafeterias
2382,delectablse,1 margaret mitchell sq.,atlanta,404-681-2909,cafeterias
2383,delektables,1 margaret mitchell sq.,atlanta,404-681-2909,cafeterias
2384,sarabeth's kitchen LLC,423 amsterdam ave.  between 80th and 81st sts.,new york,-7834,american
2385,asrabeth's kitchen LLC,423 amsterdam ave.  between 80th and 81st sts.,new york,-7834,american
2386,sarabeth's citchen LLC,423 amsterdam ave.  between 80th and 81st sts.,new york,-7834,american
2387,sarabeth's iktchen LLC,423 amsterdam ave.  between 80th and 81st sts.,new york,-7834,american
2388,VIAD,1930 north hillhurst ave.,los feliz,-10376,american
2389,IVAD,1930 north hillhurst ave.,los feliz,-10376,american
2390,VIADk,1930 north hillhurst ave.,los feliz,-10376,american
2391,VAID,1930 north hillhurst ave.,los feliz,-10376,american
2392,one market Cafe,1 market st.,san francisco,-1698,american
2393,onem arket Cafe,1 market st.,san francisco,-1698,american
2394,one market Caphe,1 market st.,san francisco,-1698,american
2395,sarabeth's kitchen Bistro,423 amsterdam ave.  between 80th and 81st sts.,new york,-2582,american
2396,sarabeth's kitchne Bistro,423 amsterdam ave.  between 80th and 81st sts.,new york,-2582,american
2397,sarabeth's citchen Bistro,423 amsterdam ave.  between 80th and 81st sts.,new york,-2582,american
2398,sarabeth's kitche nBistro,423 amsterdam ave.  between 80th and 81st sts.,new york,-2582,american
2399,sarabeth's citchen Bistro,423 amsterdam ave.  between 80th and 81st sts.,new york,-2582,american
2400,SANPPOk,1702 post st.,san francisco,-2361,asian
2401,ASNPPOk,1702 post st.,san francisco,-2361,asian
2402,SANPPOc,1702 post st.,san francisco,-2361,asian
2403,SNAPPOk,1702 post st.,san francisco,-2361,asian
2404,kiev Huose,117 second ave.,new york city,-1933,ukrainian
2405,kiev House,117 second ave.,new york city,-1933,ukrainian
2406,ciev Huose,117 second ave.,new york city,-1933,ukrainian
2407,alain rondelli Kitchen,126 clement st.,san francisco,-7870,french (new)
2408,alain rondelli Ktichen,126 clement st.,san francisco,-7870,french (new)
2409,alain rondelli citchen,126 clement st.,san francisco,-7870,french (new)
2410,alainr ondelli Kitchen,126 clement st.,san francisco,-7870,french (new)
2411,mi cocina Inc.,57 jane st.,new york city,-4910,mexican
2412,mi cocinaI nc.,57 jane st.,new york city,-4910,mexican
2413,mi kocina Inc.,57 jane st.,new york city,-4910,mexican
2414,mi coicna Inc.,57 jane st.,new york city,-4910,mexican
2415,mi kocina Inc.,57 jane st.,new york city,-4910,mexican
2416,heera oph india,595 piedmont ave.  rio shopping mall,atlanta,404/876-4408,asian
2417,heera poh india,595 piedmont ave.  rio shopping mall,atlanta,404/876-4408,asian
2418,heera of india,595 piedmont ave.  rio shopping mall,atlanta,404/876-4408,asian
2419,heera op hindia,595 piedmont ave.  rio shopping mall,atlanta,404/876-4408,asian
2420,heera of india,595 piedmont ave.  rio shopping mall,atlanta,404/876-4408,asian
2421,heera oph indai,595 piedmont ave.  rio shopping mall,atlanta,404/876-4408,asian
2422,campanile Grill,624 s. la brea ave.,los angeles,-10169,californian
2423,campaniel Grill,624 s. la brea ave.,los angeles,-10169,californian
2424,tillerman & Co.,2245 e. flamingo rd.,las vegas,-9777,seafood
2425,tillerman & Co.,2245 e. flamingo rd.,las vegas,-9777,seafood
2426,tillerman & ko.,2245 e. flamingo rd.,las vegas,-9777,seafood
2427,suppencuche & Co.,601 hayes st.,san francisco,-6682,russian/german
2428,suppenucche & Co.,601 hayes st.,san francisco,-6682,russian/german
2429,suppenkuche & Co.,601 hayes st.,san francisco,-6682,russian/german
2430,suppenccuhe & Co.,601 hayes st.,san francisco,-6682,russian/german
2431,suppenkuche & Co.,601 hayes st.,san francisco,-6682,russian/german
2432,usppencuche & Co.,601 hayes st.,san francisco,-6682,russian/german
2433,manhattan ocean club,57 w. 58th st.,new york,212/ 371-7777,seafood
2434,manhatatn ocean club,57 w. 58th st.,new york,212/ 371-7777,seafood
2435,manhattan okean club,57 w. 58th st.,new york,212/ 371-7777,seafood
2436,manhatatn ocean club,57 w. 58th st.,new york,212/ 371-7777,seafood
2437,fishin eddie Bistro,73 w. 71st st.,new york,-10586,seafood
2438,fishin eddie Bistor,73 w. 71st st.,new york,-10586,seafood
2439,phishin eddie Bistro,73 w. 71st st.,new york,-10586,seafood
2440,fisihn eddie Bistro,73 w. 71st st.,new york,-10586,seafood
2441,phishin eddie Bistro,73 w. 71st st.,new york,-10586,seafood
2442,fihsin eddie Bistro,73 w. 71st st.,new york,-10586,seafood
2443,ruby's (la),45 s. fair oaks ave.,pasadena,818-796-7829,diners
2444,ruby's l(a),45 s. fair oaks ave.,pasadena,818-796-7829,diners
2445,ruby's (la)k,45 s. fair oaks ave.,pasadena,818-796-7829,diners
2446,ruby's l(a),45 s. fair oaks ave.,pasadena,818-796-7829,diners
2447,ruby's (la)k,45 s. fair oaks ave.,pasadena,818-796-7829,diners
2448,capp's corner Bistro,1600 powell st.,san francisco,-11390,italian
2449,cap'ps corner Bistro,1600 powell st.,san francisco,-11390,italian
2450,kapp's corner Bistro,1600 powell st.,san francisco,-11390,italian
2451,capp's croner Bistro,1600 powell st.,san francisco,-11390,italian
2452,kapp's corner Bistro,1600 powell st.,san francisco,-11390,italian
2453,kiev,117 second ave.,new york city,212-674-4040,ukrainian
2454,kive,117 second ave.,new york city,212-674-4040,ukrainian
2455,ciev,117 second ave.,new york city,212-674-4040,ukrainian
2456,keiv,117 second ave.,new york city,212-674-4040,ukrainian
2457,ciev,117 second ave.,new york city,212-674-4040,ukrainian
2458,kive,117 second ave.,new york city,212-674-4040,ukrainian
2459,teresa's Kitchen,80 montague st.,queens,-3834,polish
2460,teersa's Kitchen,80 montague st.,queens,-3834,polish
2461,joss,9255 sunset blvd.,los angeles,310/276-1886,asian
2462,jsos,9255 sunset blvd.,los angeles,310/276-1886,asian
2463,jossk,9255 sunset blvd.,los angeles,310/276-1886,asian
2464,hawthorne lane,22 hawthorne st.,san francisco,415/777-9779,american
2465,hawhtorne lane,22 hawthorne st.,san francisco,415/777-9779,american
2466,hawthorne lanek,22 hawthorne st.,san francisco,415/777-9779,american
2467,hawthoren lane,22 hawthorne st.,san francisco,415/777-9779,american
2468,hawthorne lanek,22 hawthorne st.,san francisco,415/777-9779,american
2469,hawthorne alne,22 hawthorne st.,san francisco,415/777-9779,american
2470,spring street natural restaurant & bar & Co.,62 spring st. at lafayette st.,new york,-7872,american
2471,spring street natural rsetaurant & bar & Co.,62 spring st. at lafayette st.,new york,-7872,american
2472,spring street natural restaurant & bar & ko.,62 spring st. at lafayette st.,new york,-7872,american
2473,bruno Grill,240 e. 58th st.,new york,-10388,italian
2474,bruno rGill,240 e. 58th st.,new york,-10388,italian
2475,bruno Grillk,240 e. 58th st.,new york,-10388,italian
2476,bruon Grill,240 e. 58th st.,new york,-10388,italian
2477,bruno Grillk,240 e. 58th st.,new york,-10388,italian
2478,burno Grill,240 e. 58th st.,new york,-10388,italian
2479,baker's cajun cafe Kitchen,1134 euclid ave.,atlanta,-1915,cajun/creole
2480,baker's caujn cafe Kitchen,1134 euclid ave.,atlanta,-1915,cajun/creole
2481,baker's cajun caphe Kitchen,1134 euclid ave.,atlanta,-1915,cajun/creole
2482,baker's cajun cafe Kithcen,1134 euclid ave.,atlanta,-1915,cajun/creole
2483,edison cafe LLC,228 w. 47th st.,new york city,-2503,diners
2484,edison caef LLC,228 w. 47th st.,new york city,-2503,diners
2485,edison caphe LLC,228 w. 47th st.,new york city,-2503,diners
2486,girafe,208 e. 58th st.  between 2nd and 3rd aves.,new york,212/752-3054,italian
2487,giarfe,208 e. 58th st.  between 2nd and 3rd aves.,new york,212/752-3054,italian
2488,giraphe,208 e. 58th st.  between 2nd and 3rd aves.,new york,212/752-3054,italian
2489,griafe,208 e. 58th st.  between 2nd and 3rd aves.,new york,212/752-3054,italian
2490,giraphe,208 e. 58th st.  between 2nd and 3rd aves.,new york,212/752-3054,italian
2491,LA GROTTA AT RAVINIA DUNWOODY RD.,holiday inn/crowne plaza at ravinia  dunwoody,atlanta,-4179,italian
2492,LA GROTTA AT RAVINIA UDNWOODY RD.,holiday inn/crowne plaza at ravinia  dunwoody,atlanta,-4179,italian
2493,LA GROTTA AT RAVINIA DUNWOODY RD.k,holiday inn/crowne plaza at ravinia  dunwoody,atlanta,-4179,italian
2494,LA GROTTA AT ARVINIA DUNWOODY RD.,holiday inn/crowne plaza at ravinia  dunwoody,atlanta,-4179,italian
2495,BRYANT PARK GRILL  ROOF RESTAURANT AND BP CAFE,25 w. 40th st.  between 5th and 6th aves.,new york,-10634,american
2496,BRYANT PARK GRILL  ROOF RESTAURANT AND BP CFAE,25 w. 40th st.  between 5th and 6th aves.,new york,-10634,american
2497,BRYANT PARK GRILL  ROOph RESTAURANT AND BP CAFE,25 w. 40th st.  between 5th and 6th aves.,new york,-10634,american
2498,BRYANT APRK GRILL  ROOF RESTAURANT AND BP CAFE,25 w. 40th st.  between 5th and 6th aves.,new york,-10634,american
2499,BRYANT PARK GRILL  ROOph RESTAURANT AND BP CAFE,25 w. 40th st.  between 5th and 6th aves.,new york,-10634,american
2500,CHINOIS ON MAIN,2709 main st.,santa monica,-5210,pacific new wave
2501,CHINOIS ON MIAN,2709 main st.,santa monica,-5210,pacific new wave
2502,asahi ramen House,2027 sawtelle blvd.,west la,-7572,noodle shops
2503,asahi ramen Huose,2027 sawtelle blvd.,west la,-7572,noodle shops
2504,asahi ramen Housek,2027 sawtelle blvd.,west la,-7572,noodle shops
2505,michael's (la svegas) House,3595 las vegas blvd. s.,las vegas,-9636,continental
2506,michael's (l asvegas) House,3595 las vegas blvd. s.,las vegas,-9636,continental
2507,mikhael's (la svegas) House,3595 las vegas blvd. s.,las vegas,-9636,continental
2508,michael's( la svegas) House,3595 las vegas blvd. s.,las vegas,-9636,continental
2509,mikhael's (la svegas) House,3595 las vegas blvd. s.,las vegas,-9636,continental
2510,michael's (la svegas) oHuse,3595 las vegas blvd. s.,las vegas,-9636,continental
2511,L EGAMIN,50 macdougal st.  between houston and prince sts.,new york,-2115,coffee bar
2512,L EGAIMN,50 macdougal st.  between houston and prince sts.,new york,-2115,coffee bar
2513,lokanda veneta LLC,3rd st.,los angeles,-8729,italian
2514,loaknda veneta LLC,3rd st.,los angeles,-8729,italian
2515,locanda veneta LLC,3rd st.,los angeles,-8729,italian
2516,lokanda vneeta LLC,3rd st.,los angeles,-8729,italian
2517,locanda veneta LLC,3rd st.,los angeles,-8729,italian
2518,caffe bondi ristorante & Co.,7 w. 20th st.,new york,-7570,italian
2519,caffeb ondi ristorante & Co.,7 w. 20th st.,new york,-7570,italian
2520,caphfe bondi ristorante & Co.,7 w. 20th st.,new york,-7570,italian
2521,caffe bnodi ristorante & Co.,7 w. 20th st.,new york,-7570,italian
2522,caphfe bondi ristorante & Co.,7 w. 20th st.,new york,-7570,italian
2523,cafe des artistes & Co.,1 w. 67th st.,new york,-5478,continental
2524,cafe des artistes  &Co.,1 w. 67th st.,new york,-5478,continental
2525,carmine's LLC,2450 broadway  between 90th and 91st sts.,new york,-10967,italian
2526,cramine's LLC,2450 broadway  between 90th and 91st sts.,new york,-10967,italian
2527,karmine's LLC,2450 broadway  between 90th and 91st sts.,new york,-10967,italian
2528,fleur de lys Cafe,777 sutter st.,san francisco,-10639,french (new)
2529,fleur del ys Cafe,777 sutter st.,san francisco,-10639,french (new)
2530,CALIFORNIA PIZZA KITCHEN,207 s. beverly dr.,los angeles,-5816,californian
2531,CALIFORNIA PIZZA KITCEHN,207 s. beverly dr.,los angeles,-5816,californian
2532,CALIphORNIA PIZZA KITCHEN,207 s. beverly dr.,los angeles,-5816,californian
2533,CAILFORNIA PIZZA KITCHEN,207 s. beverly dr.,los angeles,-5816,californian
2534,lespinasse Co.,2 e. 55th st.,new york,-2493,american
2535,lespinasse oC.,2 e. 55th st.,new york,-2493,american
2536,mary mac's tea room Kitchen,224 ponce de leon ave.,atlanta,-4747,southern
2537,mary mac's tear oom Kitchen,224 ponce de leon ave.,atlanta,-4747,southern
2538,mary mac's tea room citchen,224 ponce de leon ave.,atlanta,-4747,southern
2539,tang pavillion Inc.,65 w. 55th st.,new york,-1702,asian
2540,tang apvillion Inc.,65 w. 55th st.,new york,-1702,asian
2541,tillerman  the,2245 e. flamingo rd.,las vegas,702-731-4036,steakhouses
2542,tillermna  the,2245 e. flamingo rd.,las vegas,702-731-4036,steakhouses
2543,tillerman  thek,2245 e. flamingo rd.,las vegas,702-731-4036,steakhouses
2544,tlilerman  the,2245 e. flamingo rd.,las vegas,702-731-4036,steakhouses
2545,tillerman  thek,2245 e. flamingo rd.,las vegas,702-731-4036,steakhouses
2546,tillerman  the,2245 e. flamingo rd.,las vegas,702-731-4036,steakhouses
2547,ritz-carlton restaurant Co.,181 peachtree st.,atlanta,-9279,french (classic)
2548,ritz-cralton restaurant Co.,181 peachtree st.,atlanta,-9279,french (classic)
2549,ritz-karlton restaurant Co.,181 peachtree st.,atlanta,-9279,french (classic)
2550,ritz-carlton restaurnat Co.,181 peachtree st.,atlanta,-9279,french (classic)
2551,ritz-karlton restaurant Co.,181 peachtree st.,atlanta,-9279,french (classic)
2552,silver skillet  the Co.,200 14th st. nw,atlanta,-4849,coffee shops
2553,silver skille t the Co.,200 14th st. nw,atlanta,-4849,coffee shops
2554,silver scillet  the Co.,200 14th st. nw,atlanta,-4849,coffee shops
2555,silver skilelt  the Co.,200 14th st. nw,atlanta,-4849,coffee shops
2556,la reserve & ko.,4 w. 49th st.,new york,-2185,french
2557,la reserve & ok.,4 w. 49th st.,new york,-2185,french
2558,la reserve & co.,4 w. 49th st.,new york,-2185,french
2559,la serenata de garibaldi Cafe,1842 e. first,st. boyle hts.,-7830,mexican/tex-mex
2560,la serenata de garibaldiC afe,1842 e. first,st. boyle hts.,-7830,mexican/tex-mex
2561,la serenata de garibaldi Caphe,1842 e. first,st. boyle hts.,-7830,mexican/tex-mex
2562,l aserenata de garibaldi Cafe,1842 e. first,st. boyle hts.,-7830,mexican/tex-mex
2563,louise's trattoria Bistrok,4500 los feliz blvd.,los angeles,-5035,italian
2564,louise's trattoria Bitsrok,4500 los feliz blvd.,los angeles,-5035,italian
2565,louise's trattoria Bistroc,4500 los feliz blvd.,los angeles,-5035,italian
2566,luoise's trattoria Bistrok,4500 los feliz blvd.,los angeles,-5035,italian
2567,jo jo & Co.,160 e. 64th st.,new york,-5099,american
2568,jo jo&  Co.,160 e. 64th st.,new york,-5099,american
2569,jo jo & ko.,160 e. 64th st.,new york,-5099,american
2570,jo jo &C o.,160 e. 64th st.,new york,-5099,american
2571,bobby & june's kountry kitchen LLC,375 14th st.,atlanta,-5925,southern/soul
2572,bobby & juen's kountry kitchen LLC,375 14th st.,atlanta,-5925,southern/soul
2573,bobby & june's country kitchen LLC,375 14th st.,atlanta,-5925,southern/soul
2574,bobby & june's kountry kitchen LLC,375 14th st.,atlanta,-5925,southern/soul
2575,bobby & june's country kitchen LLC,375 14th st.,atlanta,-5925,southern/soul
2576,bobby & june's kountry kitchenL LC,375 14th st.,atlanta,-5925,southern/soul
2577,hong kong villa,2332 clement st.,san francisco,415/752-8833,asian
2578,hong kong villa,2332 clement st.,san francisco,415/752-8833,asian
2579,hong cong villa,2332 clement st.,san francisco,415/752-8833,asian
2580,hong kong ivlla,2332 clement st.,san francisco,415/752-8833,asian
2581,hong cong villa,2332 clement st.,san francisco,415/752-8833,asian
2582,MARY MAC'S TEA ROOM,224 ponce de leon ave.,atlanta,-6298,southern
2583,MARY MAC'S TEAR OOM,224 ponce de leon ave.,atlanta,-6298,southern
2584,MARY MAk'S TEA ROOM,224 ponce de leon ave.,atlanta,-6298,southern
2585,tommy's LLC,2575 beverly blvd.,la,-9986,hamburgers
2586,tommy's LCL,2575 beverly blvd.,la,-9986,hamburgers
2587,tommy's LLk,2575 beverly blvd.,la,-9986,hamburgers
2588,tommy'sL LC,2575 beverly blvd.,la,-9986,hamburgers
2589,tommy's LLk,2575 beverly blvd.,la,-9986,hamburgers
2590,la caravelle Kitchen,33 w. 55th st.,new york,-7283,french
2591,la caravelle Kicthen,33 w. 55th st.,new york,-7283,french
2592,la caravelle citchen,33 w. 55th st.,new york,-7283,french
2593,adriano's ristorante citchen,2930 beverly glen circle,los angeles,-4233,italian
2594,adriano's ristorante ictchen,2930 beverly glen circle,los angeles,-4233,italian
2595,adriano's ristorante kitchen,2930 beverly glen circle,los angeles,-4233,italian
2596,adriano's ristornate citchen,2930 beverly glen circle,los angeles,-4233,italian
2597,adriano's ristorante kitchen,2930 beverly glen circle,los angeles,-4233,italian
2598,adriano's ristornate citchen,2930 beverly glen circle,los angeles,-4233,italian
2599,hugo's cellar LLC,202 e. fremont st.,las vegas,-1373,continental
2600,huog's cellar LLC,202 e. fremont st.,las vegas,-1373,continental
2601,hugo's kellar LLC,202 e. fremont st.,las vegas,-1373,continental
2602,brasserie le coze,3393 peachtree rd.,atlanta,404-266-1440,french bistro
2603,brasserie le coze,3393 peachtree rd.,atlanta,404-266-1440,french bistro
2604,brasserie le koze,3393 peachtree rd.,atlanta,404-266-1440,french bistro
2605,brasserie le coze,3393 peachtree rd.,atlanta,404-266-1440,french bistro
2606,circus circus,2880 las vegas blvd. s,las vegas,702/734-0410,buffets
2607,circus cicrus,2880 las vegas blvd. s,las vegas,702/734-0410,buffets
2608,kircus circus,2880 las vegas blvd. s,las vegas,702/734-0410,buffets
2609,circus circsu,2880 las vegas blvd. s,las vegas,702/734-0410,buffets
2610,kircus circus,2880 las vegas blvd. s,las vegas,702/734-0410,buffets
2611,circus cirucs,2880 las vegas blvd. s,las vegas,702/734-0410,buffets
2612,locanda veneta Co.,3rd st.,los angeles,-8729,italian
2613,locanda ventea Co.,3rd st.,los angeles,-8729,italian
2614,lokanda veneta Co.,3rd st.,los angeles,-8729,italian
2615,locanda venet aCo.,3rd st.,los angeles,-8729,italian
2616,lokanda veneta Co.,3rd st.,los angeles,-8729,italian
2617,SIGN OF THE DOVE,1110 third ave.,new york city,-10669,american (new)
2618,ISGN OF THE DOVE,1110 third ave.,new york city,-10669,american (new)
2619,SIGN Oph THE DOVE,1110 third ave.,new york city,-10669,american (new)
2620,persepolis Inc.,1423 2nd ave.  between 74th and 75th sts.,new york,-4565,middle eastern
2621,persepoli sInc.,1423 2nd ave.  between 74th and 75th sts.,new york,-4565,middle eastern
2622,persepolis Ink.,1423 2nd ave.  between 74th and 75th sts.,new york,-4565,middle eastern
2623,persepolis In.c,1423 2nd ave.  between 74th and 75th sts.,new york,-4565,middle eastern
2624,persepolis Ink.,1423 2nd ave.  between 74th and 75th sts.,new york,-4565,middle eastern
2625,south of france House,2345 cheshire bridge rd.,atlanta,-4504,french
2626,southo f france House,2345 cheshire bridge rd.,atlanta,-4504,french
2627,milan cafe and coffee bar,120 w. 23rd st.,new york,212/807-1801,coffee bar
2628,milan cafe an dcoffee bar,120 w. 23rd st.,new york,212/807-1801,coffee bar
2629,milan caphe and coffee bar,120 w. 23rd st.,new york,212/807-1801,coffee bar
2630,milan cafe andc offee bar,120 w. 23rd st.,new york,212/807-1801,coffee bar
2631,mayr mac's tea room Co.,224 ponce de leon ave.,atlanta,-1346,southern/soul
2632,mary mac's tea room Co.,224 ponce de leon ave.,atlanta,-1346,southern/soul
2633,mayr mak's tea room Co.,224 ponce de leon ave.,atlanta,-1346,southern/soul
2634,restaurant horikawa,111 s. san pedro st.,los angeles,213/680-9355,asian
2635,restauranth orikawa,111 s. san pedro st.,los angeles,213/680-9355,asian
2636,mccormick & kuleto's,ghirardelli sq.,san francisco,415/929-1730,seafood
2637,mcocrmick & kuleto's,ghirardelli sq.,san francisco,415/929-1730,seafood
2638,mccormicc & kuleto's,ghirardelli sq.,san francisco,415/929-1730,seafood
2639,mccormick & kuletos',ghirardelli sq.,san francisco,415/929-1730,seafood
2640,alain rondelli,126 clement st.,san francisco,415-387-0408,french (new)
2641,alain rondleli,126 clement st.,san francisco,415-387-0408,french (new)
2642,alain rondellik,126 clement st.,san francisco,415-387-0408,french (new)
2643,alain rondelli,126 clement st.,san francisco,415-387-0408,french (new)
2644,alain rondellik,126 clement st.,san francisco,415-387-0408,french (new)
2645,caphe lalo Cafe,201 w. 83rd st.,new york,-3296,coffee bar
2646,capeh lalo Cafe,201 w. 83rd st.,new york,-3296,coffee bar
2647,cafe lalo Cafe,201 w. 83rd st.,new york,-3296,coffee bar
2648,caphe lalo aCfe,201 w. 83rd st.,new york,-3296,coffee bar
2649,little szechuan LCL,c buford hwy.  northwoods plaza  doraville,atlanta,-1192,asian
2650,little szcehuan LCL,c buford hwy.  northwoods plaza  doraville,atlanta,-1192,asian
2651,cafe adrianoI nc.,3347 fillmore st.,san francisco,-7710,italian
2652,cafe adrinaoI nc.,3347 fillmore st.,san francisco,-7710,italian
2653,caphe adrianoI nc.,3347 fillmore st.,san francisco,-7710,italian
2654,cafe adrianoI n.c,3347 fillmore st.,san francisco,-7710,italian
2655,BRUNO'Sk,3838 centinela ave.,mar vista,-10620,italian
2656,BRUN'OSk,3838 centinela ave.,mar vista,-10620,italian
2657,BRUNO'Sc,3838 centinela ave.,mar vista,-10620,italian
2658,BRUNOS'k,3838 centinela ave.,mar vista,-10620,italian
2659,akquarello LLC,1722 sacramento st.,san francisco,-3689,italian
2660,akuqarello LLC,1722 sacramento st.,san francisco,-3689,italian
2661,acquarello LLC,1722 sacramento st.,san francisco,-3689,italian
2662,INDO CAFE,10428 1/2 national blvd.,la,-3427,indonesian
2663,INDO ACFE,10428 1/2 national blvd.,la,-3427,indonesian
2664,INDO CAphE,10428 1/2 national blvd.,la,-3427,indonesian
2665,INOD CAFE,10428 1/2 national blvd.,la,-3427,indonesian
2666,INDO CAphE,10428 1/2 national blvd.,la,-3427,indonesian
2667,INOD CAFE,10428 1/2 national blvd.,la,-3427,indonesian
2668,morton's of chicgao (las vegas) House,3200 las vegas blvd. s.,las vegas,-1565,steakhouses
2669,morton's of chicgao (las veags) House,3200 las vegas blvd. s.,las vegas,-1565,steakhouses
2670,morton's oph chicgao (las vegas) House,3200 las vegas blvd. s.,las vegas,-1565,steakhouses
2671,caffe roma Bistro,385 broome st. at mulberry,new york,-7638,coffee bar
2672,caff eroma Bistro,385 broome st. at mulberry,new york,-7638,coffee bar
2673,caphfe roma Bistro,385 broome st. at mulberry,new york,-7638,coffee bar
2674,caffe roma iBstro,385 broome st. at mulberry,new york,-7638,coffee bar
2675,caphfe roma Bistro,385 broome st. at mulberry,new york,-7638,coffee bar
2676,acffe roma Bistro,385 broome st. at mulberry,new york,-7638,coffee bar
2677,ed debevic's Cafe,134 n. la cienega,los angeles,-10495,american
2678,de debevic's Cafe,134 n. la cienega,los angeles,-10495,american
2679,ed debevic's Caphe,134 n. la cienega,los angeles,-10495,american
2680,ed debveic's Cafe,134 n. la cienega,los angeles,-10495,american
2681,bistro garden & Co.,176 n. canon dr.,los angeles,-9135,californian
2682,bistor garden & Co.,176 n. canon dr.,los angeles,-9135,californian
2683,bistro garden & ko.,176 n. canon dr.,los angeles,-9135,californian
2684,CENDRILLON ASIAN GRLIL & MARIMBA BAR,45 mercer st.  between broome and grand sts.,new york,-5053,asian
2685,CNEDRILLON ASIAN GRLIL & MARIMBA BAR,45 mercer st.  between broome and grand sts.,new york,-5053,asian
2686,kENDRILLON ASIAN GRLIL & MARIMBA BAR,45 mercer st.  between broome and grand sts.,new york,-5053,asian
2687,eats ko.,600 ponce de leon ave.,atlanta,-9380,italian
2688,eat sko.,600 ponce de leon ave.,atlanta,-9380,italian
2689,eats co.,600 ponce de leon ave.,atlanta,-9380,italian
2690,east ko.,600 ponce de leon ave.,atlanta,-9380,italian
2691,eats co.,600 ponce de leon ave.,atlanta,-9380,italian
2692,mangia e bevi Bistro,800 9th ave. at 53rd st.,new york,-11127,italian
2693,mangia e beiv Bistro,800 9th ave. at 53rd st.,new york,-11127,italian
2694,mangia e bevi Bistrok,800 9th ave. at 53rd st.,new york,-11127,italian
2695,mangia e bevi Bitsro,800 9th ave. at 53rd st.,new york,-11127,italian
2696,mangia e bevi Bistrok,800 9th ave. at 53rd st.,new york,-11127,italian
2697,la cachette & Co.,10506 little santa monica blvd.,century city,-9415,french (new)
2698,la cachette & Co.,10506 little santa monica blvd.,century city,-9415,french (new)
2699,la kachette & Co.,10506 little santa monica blvd.,century city,-9415,french (new)
2700,la cachett e& Co.,10506 little santa monica blvd.,century city,-9415,french (new)
2701,MOONGAET,3400 las vegas blvd. s.,las vegas,-6904,chinese
2702,MOONGEAT,3400 las vegas blvd. s.,las vegas,-6904,chinese
2703,MOONGAETk,3400 las vegas blvd. s.,las vegas,-6904,chinese
2704,MONOGAET,3400 las vegas blvd. s.,las vegas,-6904,chinese
2705,MOONGAETk,3400 las vegas blvd. s.,las vegas,-6904,chinese
